Date,Close
04/01/2021 16:00:00,86.41
05/01/2021 16:00:00,87.05
06/01/2021 16:00:00,86.76
07/01/2021 16:00:00,89.36
08/01/2021 16:00:00,90.36
11/01/2021 16:00:00,88.34
12/01/2021 16:00:00,87.33
13/01/2021 16:00:00,87.72
14/01/2021 16:00:00,87.01
15/01/2021 16:00:00,86.81
19/01/2021 16:00:00,89.54
20/01/2021 16:00:00,94.35
21/01/2021 16:00:00,94.56
22/01/2021 16:00:00,95.05
25/01/2021 16:00:00,94.97
26/01/2021 16:00:00,95.86
27/01/2021 16:00:00,91.54
28/01/2021 16:00:00,93.16
29/01/2021 16:00:00,91.79
01/02/2021 16:00:00,95.07
02/02/2021 16:00:00,96.38
03/02/2021 16:00:00,103.5
04/02/2021 16:00:00,103.12
05/02/2021 16:00:00,104.9
08/02/2021 16:00:00,104.65
09/02/2021 16:00:00,104.18
10/02/2021 16:00:00,104.77
11/02/2021 16:00:00,104.79
12/02/2021 16:00:00,105.21
16/02/2021 16:00:00,106.1
17/02/2021 16:00:00,106.42
18/02/2021 16:00:00,105.86
19/02/2021 16:00:00,105.06
22/02/2021 16:00:00,103.24
23/02/2021 16:00:00,103.54
24/02/2021 16:00:00,104.76
25/02/2021 16:00:00,101.57
26/02/2021 16:00:00,101.84
01/03/2021 16:00:00,104.08
02/03/2021 16:00:00,103.79
03/03/2021 16:00:00,101.34
04/03/2021 16:00:00,102.45
05/03/2021 16:00:00,105.43
08/03/2021 16:00:00,101.21
09/03/2021 16:00:00,102.64
10/03/2021 16:00:00,102.75
11/03/2021 16:00:00,105.74
12/03/2021 16:00:00,103.1
15/03/2021 16:00:00,103.32
16/03/2021 16:00:00,104.63
17/03/2021 16:00:00,104.55
18/03/2021 16:00:00,101.81
19/03/2021 16:00:00,102.16
22/03/2021 16:00:00,101.93
23/03/2021 16:00:00,102.65
24/03/2021 16:00:00,102.25
25/03/2021 16:00:00,102.22
26/03/2021 16:00:00,101.78
29/03/2021 16:00:00,102.8
30/03/2021 16:00:00,102.78
31/03/2021 16:00:00,103.43
01/04/2021 16:00:00,106.89
05/04/2021 16:00:00,111.28
06/04/2021 16:00:00,111.24
07/04/2021 16:00:00,112.48
08/04/2021 16:00:00,113.27
09/04/2021 16:00:00,114.29
12/04/2021 16:00:00,112.74
13/04/2021 16:00:00,113.36
14/04/2021 16:00:00,112.74
15/04/2021 16:00:00,114.83
16/04/2021 16:00:00,114.89
19/04/2021 16:00:00,115.12
20/04/2021 16:00:00,114.68
21/04/2021 16:00:00,114.66
22/04/2021 16:00:00,113.4
23/04/2021 16:00:00,115.77
26/04/2021 16:00:00,116.34
27/04/2021 16:00:00,115.36
28/04/2021 16:00:00,119
29/04/2021 16:00:00,121.49
30/04/2021 16:00:00,120.51
03/05/2021 16:00:00,119.76
04/05/2021 16:00:00,117.71
05/05/2021 16:00:00,117.84
06/05/2021 16:00:00,119.07
07/05/2021 16:00:00,119.93
10/05/2021 16:00:00,117.08
11/05/2021 16:00:00,115.44
12/05/2021 16:00:00,111.95
13/05/2021 16:00:00,113.1
14/05/2021 16:00:00,115.81
17/05/2021 16:00:00,116.07
18/05/2021 16:00:00,115.17
19/05/2021 16:00:00,115.44
20/05/2021 16:00:00,117.8
21/05/2021 16:00:00,117.26
24/05/2021 16:00:00,120.33
25/05/2021 16:00:00,120.45
26/05/2021 16:00:00,121.68
27/05/2021 16:00:00,120.13
28/05/2021 16:00:00,120.58
01/06/2021 16:00:00,121.49
02/06/2021 16:00:00,121.06
03/06/2021 16:00:00,120.23
04/06/2021 16:00:00,122.59
07/06/2021 16:00:00,123.3
08/06/2021 16:00:00,124.14
09/06/2021 16:00:00,124.57
10/06/2021 16:00:00,126.08
11/06/2021 16:00:00,125.7
14/06/2021 16:00:00,126.35
15/06/2021 16:00:00,126.03
16/06/2021 16:00:00,125.7
17/06/2021 16:00:00,126.37
18/06/2021 16:00:00,125.57
21/06/2021 16:00:00,126.46
22/06/2021 16:00:00,127
23/06/2021 16:00:00,126.46
24/06/2021 16:00:00,127.28
25/06/2021 16:00:00,127
28/06/2021 16:00:00,126.82
29/06/2021 16:00:00,126.02
30/06/2021 16:00:00,125.32
01/07/2021 16:00:00,126.37
02/07/2021 16:00:00,128.72
06/07/2021 16:00:00,129.77
07/07/2021 16:00:00,130.08
08/07/2021 16:00:00,129.18
09/07/2021 16:00:00,129.57
12/07/2021 16:00:00,130.56
13/07/2021 16:00:00,130.99
14/07/2021 16:00:00,132.08
15/07/2021 16:00:00,131.27
16/07/2021 16:00:00,131.85
19/07/2021 16:00:00,129.25
20/07/2021 16:00:00,131.1
21/07/2021 16:00:00,132.6
22/07/2021 16:00:00,133.33
23/07/2021 16:00:00,137.82
26/07/2021 16:00:00,139.64
27/07/2021 16:00:00,136.8
28/07/2021 16:00:00,136.38
29/07/2021 16:00:00,136.54
30/07/2021 16:00:00,135.22
02/08/2021 16:00:00,135.99
03/08/2021 16:00:00,136.28
04/08/2021 16:00:00,136.03
05/08/2021 16:00:00,136.94
06/08/2021 16:00:00,137.04
09/08/2021 16:00:00,138
10/08/2021 16:00:00,138.1
11/08/2021 16:00:00,137.69
12/08/2021 16:00:00,138.39
13/08/2021 16:00:00,138.41
16/08/2021 16:00:00,138.92
17/08/2021 16:00:00,137.3
18/08/2021 16:00:00,136.57
19/08/2021 16:00:00,136.91
20/08/2021 16:00:00,138.44
23/08/2021 16:00:00,141.1
24/08/2021 16:00:00,142.4
25/08/2021 16:00:00,142.95
26/08/2021 16:00:00,142.12
27/08/2021 16:00:00,144.55
30/08/2021 16:00:00,145.47
31/08/2021 16:00:00,145.46
01/09/2021 16:00:00,145.84
02/09/2021 16:00:00,144.22
03/09/2021 16:00:00,144.78
07/09/2021 16:00:00,145.52
08/09/2021 16:00:00,144.88
09/09/2021 16:00:00,144.91
10/09/2021 16:00:00,141.92
13/09/2021 16:00:00,143.47
14/09/2021 16:00:00,143.41
15/09/2021 16:00:00,145.21
16/09/2021 16:00:00,144.37
17/09/2021 16:00:00,141.46
20/09/2021 16:00:00,139.02
21/09/2021 16:00:00,139.65
22/09/2021 16:00:00,140.94
23/09/2021 16:00:00,141.83
24/09/2021 16:00:00,142.63
27/09/2021 16:00:00,141.5
28/09/2021 16:00:00,136.18
29/09/2021 16:00:00,134.52
30/09/2021 16:00:00,133.27
01/10/2021 16:00:00,136.46
04/10/2021 16:00:00,133.76
05/10/2021 16:00:00,136.18
06/10/2021 16:00:00,137.35
07/10/2021 16:00:00,139.19
08/10/2021 16:00:00,140.06
11/10/2021 16:00:00,138.85
12/10/2021 16:00:00,136.71
13/10/2021 16:00:00,137.9
14/10/2021 16:00:00,141.41
15/10/2021 16:00:00,141.68
18/10/2021 16:00:00,142.96
19/10/2021 16:00:00,143.82
20/10/2021 16:00:00,142.42
21/10/2021 16:00:00,142.78
22/10/2021 16:00:00,138.63
25/10/2021 16:00:00,138.77
26/10/2021 16:00:00,139.67
27/10/2021 16:00:00,146.43
28/10/2021 16:00:00,146.13
29/10/2021 16:00:00,148.27
01/11/2021 16:00:00,143.77
02/11/2021 16:00:00,145.86
03/11/2021 16:00:00,146.79
04/11/2021 16:00:00,148.68
05/11/2021 16:00:00,149.24
08/11/2021 16:00:00,149.35
09/11/2021 16:00:00,149.25
10/11/2021 16:00:00,146.63
11/11/2021 16:00:00,146.75
12/11/2021 16:00:00,149.65
15/11/2021 16:00:00,149.39
16/11/2021 16:00:00,149.08
17/11/2021 16:00:00,149.06
18/11/2021 16:00:00,150.71
19/11/2021 16:00:00,149.95
22/11/2021 16:00:00,147.08
23/11/2021 16:00:00,146.76
24/11/2021 16:00:00,146.72
26/11/2021 13:00:00,142.81
29/11/2021 16:00:00,146.11
30/11/2021 16:00:00,142.45
01/12/2021 16:00:00,141.62
02/12/2021 16:00:00,143.78
03/12/2021 16:00:00,142.52
06/12/2021 16:00:00,143.8
07/12/2021 16:00:00,148.04
08/12/2021 16:00:00,148.72
09/12/2021 16:00:00,148.11
10/12/2021 16:00:00,148.68
13/12/2021 16:00:00,146.7
14/12/2021 16:00:00,144.97
15/12/2021 16:00:00,147.37
16/12/2021 16:00:00,144.84
17/12/2021 16:00:00,142.8
20/12/2021 16:00:00,142.4
21/12/2021 16:00:00,144.22
22/12/2021 16:00:00,146.95
23/12/2021 16:00:00,147.14
27/12/2021 16:00:00,148.06
28/12/2021 16:00:00,146.45
29/12/2021 16:00:00,146.5
