Date,Close
04/01/2021 16:00:00,159.33
05/01/2021 16:00:00,160.93
06/01/2021 16:00:00,156.92
07/01/2021 16:00:00,158.11
08/01/2021 16:00:00,159.14
11/01/2021 16:00:00,155.71
12/01/2021 16:00:00,156.04
13/01/2021 16:00:00,158.29
14/01/2021 16:00:00,156.37
15/01/2021 16:00:00,155.21
19/01/2021 16:00:00,156.04
20/01/2021 16:00:00,163.17
21/01/2021 16:00:00,165.35
22/01/2021 16:00:00,164.61
25/01/2021 16:00:00,164.7
26/01/2021 16:00:00,166.31
27/01/2021 16:00:00,161.63
28/01/2021 16:00:00,161.88
29/01/2021 16:00:00,160.31
01/02/2021 16:00:00,167.14
02/02/2021 16:00:00,169
03/02/2021 16:00:00,165.63
04/02/2021 16:00:00,166.55
05/02/2021 16:00:00,167.61
08/02/2021 16:00:00,166.15
09/02/2021 16:00:00,165.25
10/02/2021 16:00:00,164.33
11/02/2021 16:00:00,163.11
12/02/2021 16:00:00,163.89
16/02/2021 16:00:00,163.45
17/02/2021 16:00:00,165.43
18/02/2021 16:00:00,166.41
19/02/2021 16:00:00,162.5
22/02/2021 16:00:00,159.04
23/02/2021 16:00:00,159.73
24/02/2021 16:00:00,157.98
25/02/2021 16:00:00,152.86
26/02/2021 16:00:00,154.65
01/03/2021 16:00:00,157.31
02/03/2021 16:00:00,154.73
03/03/2021 16:00:00,150.25
04/03/2021 16:00:00,148.88
05/03/2021 16:00:00,150.02
08/03/2021 16:00:00,147.6
09/03/2021 16:00:00,153.14
10/03/2021 16:00:00,152.88
11/03/2021 16:00:00,155.68
12/03/2021 16:00:00,154.47
15/03/2021 16:00:00,154.08
16/03/2021 16:00:00,154.59
17/03/2021 16:00:00,156.79
18/03/2021 16:00:00,151.4
19/03/2021 16:00:00,153.75
22/03/2021 16:00:00,155.54
23/03/2021 16:00:00,156.88
24/03/2021 16:00:00,154.35
25/03/2021 16:00:00,152.31
26/03/2021 16:00:00,152.6
29/03/2021 16:00:00,153.79
30/03/2021 16:00:00,152.76
31/03/2021 16:00:00,154.7
01/04/2021 16:00:00,158.05
05/04/2021 16:00:00,161.34
06/04/2021 16:00:00,161.19
07/04/2021 16:00:00,163.97
08/04/2021 16:00:00,164.97
09/04/2021 16:00:00,168.61
12/04/2021 16:00:00,168.97
13/04/2021 16:00:00,170
14/04/2021 16:00:00,166.65
15/04/2021 16:00:00,168.95
16/04/2021 16:00:00,169.97
19/04/2021 16:00:00,168.6
20/04/2021 16:00:00,166.73
21/04/2021 16:00:00,168.1
22/04/2021 16:00:00,165.45
23/04/2021 16:00:00,167.04
26/04/2021 16:00:00,170.45
27/04/2021 16:00:00,170.87
28/04/2021 16:00:00,172.93
29/04/2021 16:00:00,173.57
30/04/2021 16:00:00,173.37
03/05/2021 16:00:00,169.32
04/05/2021 16:00:00,165.59
05/05/2021 16:00:00,163.53
06/05/2021 16:00:00,165.32
07/05/2021 16:00:00,164.58
10/05/2021 16:00:00,159.52
11/05/2021 16:00:00,161.2
12/05/2021 16:00:00,157.6
13/05/2021 16:00:00,158.07
14/05/2021 16:00:00,161.15
17/05/2021 16:00:00,163.52
18/05/2021 16:00:00,161.61
19/05/2021 16:00:00,161.59
20/05/2021 16:00:00,162.38
21/05/2021 16:00:00,160.15
24/05/2021 16:00:00,162.25
25/05/2021 16:00:00,162.95
26/05/2021 16:00:00,163.26
27/05/2021 16:00:00,161.51
28/05/2021 16:00:00,161.15
01/06/2021 16:00:00,160.93
02/06/2021 16:00:00,161.7
03/06/2021 16:00:00,159.35
04/06/2021 16:00:00,160.31
07/06/2021 16:00:00,159.9
08/06/2021 16:00:00,163.21
09/06/2021 16:00:00,164.06
10/06/2021 16:00:00,167.48
11/06/2021 16:00:00,167.34
14/06/2021 16:00:00,169.19
15/06/2021 16:00:00,169.16
16/06/2021 16:00:00,170.76
17/06/2021 16:00:00,174.46
18/06/2021 16:00:00,174.35
21/06/2021 16:00:00,172.7
22/06/2021 16:00:00,175.27
23/06/2021 16:00:00,175.19
24/06/2021 16:00:00,172.45
25/06/2021 16:00:00,170.07
28/06/2021 16:00:00,172.19
29/06/2021 16:00:00,172.41
30/06/2021 16:00:00,172.01
01/07/2021 16:00:00,171.65
02/07/2021 16:00:00,175.55
06/07/2021 16:00:00,183.79
07/07/2021 16:00:00,184.83
08/07/2021 16:00:00,186.57
09/07/2021 16:00:00,185.97
12/07/2021 16:00:00,185.93
13/07/2021 16:00:00,183.87
14/07/2021 16:00:00,184.08
15/07/2021 16:00:00,181.56
16/07/2021 16:00:00,178.68
19/07/2021 16:00:00,177.48
20/07/2021 16:00:00,178.66
21/07/2021 16:00:00,179.26
22/07/2021 16:00:00,181.9
23/07/2021 16:00:00,182.83
26/07/2021 16:00:00,184.99
27/07/2021 16:00:00,181.32
28/07/2021 16:00:00,181.52
29/07/2021 16:00:00,180
30/07/2021 16:00:00,166.38
02/08/2021 16:00:00,166.57
