Date,Close
04/01/2021 16:00:00,1039.36
05/01/2021 16:00:00,1048.78
06/01/2021 16:00:00,1058.28
07/01/2021 16:00:00,1070.4
08/01/2021 16:00:00,1072.92
11/01/2021 16:00:00,1067
12/01/2021 16:00:00,1069.98
13/01/2021 16:00:00,1067.15
14/01/2021 16:00:00,1067.62
15/01/2021 16:00:00,1066.74
18/01/2021 16:00:00,1068.04
19/01/2021 16:00:00,1066.73
20/01/2021 16:00:00,1068.94
21/01/2021 16:00:00,1063.01
22/01/2021 16:00:00,1058.57
25/01/2021 16:00:00,1060.79
26/01/2021 16:00:00,1052.18
28/01/2021 16:00:00,1046.82
29/01/2021 16:00:00,1026.6
01/02/2021 16:00:00,1044.68
02/02/2021 16:00:00,1059.25
03/02/2021 16:00:00,1060.75
04/02/2021 16:00:00,1068.98
05/02/2021 16:00:00,1073.65
08/02/2021 16:00:00,1084.4
09/02/2021 16:00:00,1089.65
10/02/2021 16:00:00,1092.53
11/02/2021 16:00:00,1091.04
12/02/2021 16:00:00,1095.14
16/02/2021 16:00:00,1097.48
17/02/2021 16:00:00,1091.68
18/02/2021 16:00:00,1086.72
19/02/2021 16:00:00,1092.87
22/02/2021 16:00:00,1094.24
23/02/2021 16:00:00,1090.58
24/02/2021 16:00:00,1098.86
25/02/2021 16:00:00,1084.27
26/02/2021 16:00:00,1073.42
01/03/2021 16:00:00,1087.89
02/03/2021 16:00:00,1096.58
03/03/2021 16:00:00,1090.22
04/03/2021 16:00:00,1079.69
05/03/2021 16:00:00,1096.72
08/03/2021 16:00:00,1101.5
09/03/2021 16:00:00,1107.82
10/03/2021 16:00:00,1113.61
11/03/2021 16:00:00,1121.45
12/03/2021 16:00:00,1121.71
15/03/2021 16:00:00,1128.08
16/03/2021 16:00:00,1123.74
17/03/2021 16:00:00,1130.83
18/03/2021 16:00:00,1124.56
19/03/2021 16:00:00,1124.15
22/03/2021 16:00:00,1121.45
23/03/2021 16:00:00,1115.77
24/03/2021 16:00:00,1114.68
25/03/2021 16:00:00,1115.42
26/03/2021 16:00:00,1120.51
29/03/2021 16:00:00,1119.87
30/03/2021 16:00:00,1118.86
31/03/2021 16:00:00,1117.15
01/04/2021 16:00:00,1133.01
05/04/2021 16:00:00,1135.31
06/04/2021 16:00:00,1138.25
07/04/2021 16:00:00,1141.5
08/04/2021 16:00:00,1145.19
09/04/2021 16:00:00,1145.49
12/04/2021 16:00:00,1145.77
13/04/2021 16:00:00,1145.02
14/04/2021 16:00:00,1143.56
15/04/2021 16:00:00,1152.02
16/04/2021 16:00:00,1153.58
19/04/2021 16:00:00,1145.18
20/04/2021 16:00:00,1134.03
21/04/2021 16:00:00,1139.72
22/04/2021 16:00:00,1132.47
23/04/2021 16:00:00,1136.4
26/04/2021 16:00:00,1140.45
